symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3
SPXUSD,2023-06-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-06-13 15:00:00+00:00,4357.619,4362.76,4334.557,,
SPXUSD,2023-06-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-06-14 13:40:00+00:00,4373.617,4376.511,4372.222,4365.701,4364.521
NSXUSD,2023-06-16,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-06-16 14:10:00+00:00,15218.609,15241.899,15214.039,15147.179,15126.519
SPXUSD,2023-06-21,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-06-21 13:55:00+00:00,4378.582,4376.607,4382.264,4392.812,4393.557
NSXUSD,2023-06-22,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-06-22 14:12:00+00:00,14814.039,14809.619,14824.099,14843.219,14877.499
NSXUSD,2023-06-27,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-06-27 13:51:00+00:00,14747.819,14758.299,14723.499,,
NSXUSD,2023-06-28,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-06-28 13:55:00+00:00,14873.769,14877.119,14856.899,14850.779,
NSXUSD,2023-06-30,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-06-30 14:28:00+00:00,15090.719,15098.489,15006.739,14962.659,14940.549
NSXUSD,2023-07-06,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-07-06 14:18:00+00:00,15038.869,15031.559,15151.907,,
NSXUSD,2023-07-07,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-07-07 15:00:00+00:00,15123.109,15087.629,15167.789,,
SPXUSD,2023-07-12,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-12 14:20:00+00:00,4477.422,4478.652,4450.154,4440.071,4435.497
NSXUSD,2023-07-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-13 13:48:00+00:00,15415.909,15420.399,15389.889,15349.509,15314.719
SPXUSD,2023-07-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-14 13:40:00+00:00,4514.882,4517.352,4512.411999999999,4502.521,4500.594
SPXUSD,2023-07-17,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-07-17 13:46:00+00:00,4499.626,4498.611,4501.876,4507.427,
NSXUSD,2023-07-20,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-20 13:59:00+00:00,15702.639,15707.609,15689.019,15688.019,
SPXUSD,2023-07-21,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-21 15:00:00+00:00,4541.021,4555.287,4526.754999999999,,
NSXUSD,2023-07-25,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-25 13:41:00+00:00,15494.219,15498.109,15487.309,15443.549,15434.779
SPXUSD,2023-07-26,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-07-26 14:19:00+00:00,4557.547,4557.231,4564.402,4572.987,4578.149
NSXUSD,2023-07-27,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-27 14:25:00+00:00,15714.899,15729.409,15681.469,15600.739,15522.739
SPXUSD,2023-07-28,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-07-28 14:25:00+00:00,4568.417,4571.092,4552.89,4547.861,4532.132
SPXUSD,2023-08-01,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-08-01 13:53:00+00:00,4569.492,4569.287,4572.212,4590.6,4596.654
SPXUSD,2023-08-02,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-08-02 13:45:00+00:00,4548.277,4546.727,4560.082,,
NSXUSD,2023-08-03,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-08-03 14:06:00+00:00,15280.879,15278.229,15317.489,15376.559,15415.299
SPXUSD,2023-08-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-07 14:15:00+00:00,4498.864,4499.367,4485.611,,
NSXUSD,2023-08-09,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-09 13:41:00+00:00,15309.819,15319.399,15292.309,15285.359,15266.129
SPXUSD,2023-08-10,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-10 13:40:00+00:00,4484.164,4497.904,4470.423999999999,,
NSXUSD,2023-08-15,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-08-15 13:55:00+00:00,15116.379,15111.369,15134.599,15260.699,15265.089
NSXUSD,2023-08-16,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-16 14:15:00+00:00,15006.329,15012.599,14996.259,,
SPXUSD,2023-08-17,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-17 14:00:00+00:00,4418.402,4420.386,4412.131,4401.009,4393.081
SPXUSD,2023-08-18,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-08-18 13:45:00+00:00,4341.1,4339.977,4343.722,4374.409,4375.757
SPXUSD,2023-08-22,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-22 13:40:00+00:00,4423.019,4425.753,4420.285000000001,4394.977,4389.722
NSXUSD,2023-08-24,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-08-24 14:04:00+00:00,15292.309,15272.019,15361.399,15364.099,
SPXUSD,2023-08-25,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-25 13:50:00+00:00,4394.611,4395.927,4391.427,4369.223,
SPXUSD,2023-08-28,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-08-28 13:51:00+00:00,4422.911,4425.477,4422.667,4406.914,4405.679
NSXUSD,2023-09-01,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-09-01 13:51:00+00:00,15588.839,15614.189,15527.919,15469.609,
SPXUSD,2023-09-04,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-09-04 13:56:00+00:00,4520.873,4521.617,4519.111,4515.793,4510.923
NSXUSD,2023-09-05,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-09-05 13:42:00+00:00,15427.589,15412.259,15454.899,15477.099,15506.999
NSXUSD,2023-09-06,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-09-06 13:40:00+00:00,15452.049,15446.019,15481.609,15487.609,15503.999
SPXUSD,2023-09-07,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-09-07 14:02:00+00:00,4432.766,4429.5,4445.584,4458.602,4465.464
SPXUSD,2023-09-11,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-09-11 13:47:00+00:00,4481.123,4481.626,4479.617,4469.47,4456.864
NSXUSD,2023-09-13,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-09-13 14:05:00+00:00,15298.209,15278.579,15313.309,15323.999,
NSXUSD,2023-09-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-09-14 13:45:00+00:00,15389.789,15398.239,15367.519,15364.519,15358.829
NSXUSD,2023-09-21,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-09-21 14:00:00+00:00,14788.389,14773.259,14800.799,14935.909,14972.389
SPXUSD,2023-09-22,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-09-22 13:47:00+00:00,4345.341,4346.321,4345.087,4331.41,4324.169
SPXUSD,2023-09-27,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-09-27 13:46:00+00:00,4290.287,4291.199,4284.561,,
NSXUSD,2023-09-29,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-09-29 14:04:00+00:00,14840.519,14852.569,14795.879,14724.859,14670.219
NSXUSD,2023-10-03,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-10-03 14:00:00+00:00,14709.189,14700.279,14750.049,14876.309,
NSXUSD,2023-10-04,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-10-04 13:50:00+00:00,14641.369,14652.059,14609.719,14442.269,
SPXUSD,2023-10-05,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-10-05 13:53:00+00:00,4249.232,4250.367,4243.874,4242.304,
SPXUSD,2023-10-06,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-10-06 13:50:00+00:00,4215.11,4225.861,4204.3589999999995,,
SPXUSD,2023-10-10,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-10-10 13:44:00+00:00,4337.63,4339.116,4334.147,4332.776,
NSXUSD,2023-10-11,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-10-11 13:46:00+00:00,15176.119,15182.099,15145.099,15134.329,
NSXUSD,2023-10-12,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-10-12 13:56:00+00:00,15260.039,15275.819,15230.209,,
NSXUSD,2023-10-13,3,bullish,S3_NY: 5m retrace + 1m BOS,2023-10-13 14:28:00+00:00,15211.269,15208.769,15218.109,,
NSXUSD,2023-10-16,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-10-16 13:52:00+00:00,15043.099,15045.089,14988.119,14959.339,
SPXUSD,2023-10-17,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-10-17 13:50:00+00:00,4351.324,4348.979,4363.987,4372.959,4376.799
SPXUSD,2023-10-18,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-10-18 14:05:00+00:00,4355.146,4349.696,4360.633,4370.157,4370.349
NSXUSD,2023-10-19,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-10-19 14:06:00+00:00,14973.109,14982.799,14910.809,14825.549,
NSXUSD,2023-10-20,3,bullish,S3_NY: 5m retrace + 1m BOS,2023-10-20 14:00:00+00:00,14723.199,14714.079,14728.159,14781.677,
NSXUSD,2023-10-24,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-10-24 13:42:00+00:00,14697.409,14705.799,14681.509,14641.039,14620.529
NSXUSD,2023-10-25,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-10-25 13:46:00+00:00,14663.529,14661.579,14691.919,,
NSXUSD,2023-10-27,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-10-27 13:45:00+00:00,14217.689,14199.569,14255.599,14257.609,
NSXUSD,2023-11-01,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-01 14:47:00+00:00,14545.779,14561.779,14541.069,14330.069,
SPXUSD,2023-11-02,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-02 15:00:00+00:00,4301.88,4303.927,4292.261,4247.02,4242.807
SPXUSD,2023-11-03,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-03 14:41:00+00:00,4348.767,4351.297,4343.804,4308.602,
NSXUSD,2023-11-06,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-06 15:02:00+00:00,15126.089,15149.359,15119.619,15105.539,15084.309
NSXUSD,2023-11-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-07 14:45:00+00:00,15179.289,15193.097,15149.559,15100.559,
SPXUSD,2023-11-08,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-08 14:57:00+00:00,4388.043,4389.392,4383.901,4370.984,4370.701
NSXUSD,2023-11-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-14 15:07:00+00:00,15791.809,15801.209,15726.889,15490.659,15487.379
SPXUSD,2023-11-15,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-15 14:41:00+00:00,4506.474,4514.592,4502.943,,
NSXUSD,2023-11-16,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-16 15:07:00+00:00,15820.249,15835.479,15761.579,15757.309,
NSXUSD,2023-11-20,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-20 14:45:00+00:00,15893.649,15912.159,15830.859,15801.719,15778.009
SPXUSD,2023-11-21,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-11-21 15:00:00+00:00,4535.36,4533.637,4538.296,4547.352,4553.087
SPXUSD,2023-11-22,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-22 14:46:00+00:00,4564.361,4567.677,4551.632,4536.17,4532.491
NSXUSD,2023-11-24,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-24 15:05:00+00:00,15974.249,15978.789,15959.689,,
NSXUSD,2023-11-28,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-11-28 14:58:00+00:00,15930.189,15919.539,15968.399,15970.179,15973.309
NSXUSD,2023-11-29,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-11-29 14:50:00+00:00,16152.979,16166.269,16097.419,16015.649,16007.659
SPXUSD,2023-11-30,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-11-30 14:45:00+00:00,4545.927,4551.87,4545.611,,
NSXUSD,2023-12-01,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-12-01 15:01:00+00:00,15906.949,15876.979,15907.909,15965.599,
NSXUSD,2023-12-04,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-12-04 15:00:00+00:00,15816.309,15792.629,15844.379,15970.239,
SPXUSD,2023-12-05,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-12-05 14:43:00+00:00,4555.01,4551.731,4557.48,4562.067,4562.957
NSXUSD,2023-12-06,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-12-06 15:00:00+00:00,15906.899,15944.639,15869.159,,
NSXUSD,2023-12-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-12-07 15:09:00+00:00,15891.619,15911.409,15868.789,15781.999,15770.119
NSXUSD,2023-12-08,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-12-08 14:55:00+00:00,15975.829,15962.499,16006.649,16018.599,
SPXUSD,2023-12-12,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-12-12 14:45:00+00:00,4611.117,4607.417,4618.469,4641.057,
NSXUSD,2023-12-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-12-14 14:49:00+00:00,16634.219,16644.579,16593.539,16588.089,
NSXUSD,2023-12-18,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-12-18 14:48:00+00:00,16636.609,16657.789,16604.679,16594.749,
NSXUSD,2023-12-19,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-12-19 14:56:00+00:00,16769.009,16782.879,16736.359,16714.389,16701.419
SPXUSD,2023-12-26,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-12-26 14:48:00+00:00,4765.826,4766.579,4757.582,,
NSXUSD,2023-12-27,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-12-27 14:52:00+00:00,16902.439,16890.409,16915.499,,
NSXUSD,2023-12-28,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-12-28 14:46:00+00:00,16937.019,16926.779,16964.989,16968.389,
NSXUSD,2024-01-02,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-01-02 14:58:00+00:00,16564.219,16548.769,16689.599,16848.589,16850.489
NSXUSD,2024-01-04,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-01-04 14:50:00+00:00,16302.619,16286.389,16334.319,16417.199,16420.199
SPXUSD,2024-01-05,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-01-05 14:45:00+00:00,4700.003,4691.849,4708.156999999999,,
SPXUSD,2024-01-08,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-01-08 14:45:00+00:00,4707.861,4701.873,4709.379,,
NSXUSD,2024-01-10,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-01-10 14:40:00+00:00,16705.259,16723.789,16658.609,,
NSXUSD,2024-01-12,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-01-12 14:53:00+00:00,16887.099,16903.819,16835.339,16727.029,
NSXUSD,2024-01-22,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-01-22 14:40:00+00:00,17402.289,17452.609,17382.731,,
NSXUSD,2024-01-29,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-01-29 14:51:00+00:00,17451.654,17464.021,17418.276,,
NSXUSD,2024-01-31,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-01-31 15:09:00+00:00,17274.731,17257.465,17318.964,17360.454,
NSXUSD,2024-02-02,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-02-02 14:55:00+00:00,17480.509,17464.609,17529.308,17547.899,
NSXUSD,2024-02-05,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-05 14:52:00+00:00,17605.432,17593.32,17647.576,17648.321,
NSXUSD,2024-02-06,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-06 14:46:00+00:00,17628.21,17644.076,17585.875,17582.032,
NSXUSD,2024-02-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-07 14:53:00+00:00,17670.653,17674.798,17633.709,17549.364,17542.719
NSXUSD,2024-02-08,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-08 14:48:00+00:00,17745.443,17723.809,17767.708,17768.289,17777.189
NSXUSD,2024-02-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-14 14:50:00+00:00,17688.897,17719.886,17670.421,17656.854,17595.554
SPXUSD,2024-02-15,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-02-15 14:48:00+00:00,5011.249,5011.382,5001.117,,
SPXUSD,2024-02-16,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-16 14:56:00+00:00,5007.437,5006.237,5028.832,5042.91,
SPXUSD,2024-02-21,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-21 14:45:00+00:00,4961.944,4960.491,4966.207,4972.554,4975.772
NSXUSD,2024-02-23,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-23 14:51:00+00:00,18057.31,18093.831,18047.553,17948.643,
NSXUSD,2024-02-26,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-26 14:46:00+00:00,17937.742,17984.632,17890.851999999995,,
SPXUSD,2024-02-28,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-28 14:48:00+00:00,5065.717,5063.176,5069.022,5074.206,5080.007
NSXUSD,2024-02-29,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-29 14:57:00+00:00,18016.342,18020.942,17980.476,17785.32,
NSXUSD,2024-03-04,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-03-04 14:46:00+00:00,18279.086,18269.043,18297.942,18339.932,
NSXUSD,2024-03-06,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-06 14:46:00+00:00,18059.043,18079.354,18043.109,17972.131,17912.82
NSXUSD,2024-03-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-07 14:40:00+00:00,18170.642,18202.409,18144.099,17892.053,
SPXUSD,2024-03-08,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-08 15:10:00+00:00,5184.763,5188.987,5156.427,5137.844,
NSXUSD,2024-03-12,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-12 15:04:00+00:00,18145.275,18169.998,18100.189,17914.443,
NSXUSD,2024-03-13,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-03-13 14:42:00+00:00,18106.919,18075.676,18107.931,18245.475,
